departamento_codigo,departamento_nombre,municipio_codigo,municipio_nombre,centro_poblado_codigo,centro_poblado_nombre,tipo
5,ANTIOQUIA,5001,MEDELLÍN,5001000,MEDELLÍN,CM
5,ANTIOQUIA,5001,MEDELLÍN,5001001,PALMITAS,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001004,SANTA ELENA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001009,ALTAVISTA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001010,AGUAS FRÍAS,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001012,LA LOMA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001013,SAN JOSÉ DEL MANZANILLO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001014,BARRO BLANCO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001015,EL CERRO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001017,EL PATIO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001018,EL PLACER,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001019,EL PLAN,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001022,LA ALDEA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001023,LA CUCHILLA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001025,LA PALMA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001027,LAS PLAYAS,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001029,PIEDRA GORDA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001031,POTRERITO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001032,TRAVESÍAS,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001033,URQUITA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001035,BOQUERÓN,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001039,EL LLANO 1,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001040,EL LLANO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001048,LA VERDE,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001052,MATASANO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001054,MATASANO 2,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001055,MAZO,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001057,MEDIA LUNA,CP
5,ANTIOQUIA,5001,MEDELLÍN,5001066,LAS CAMELIAS,CP
5,ANTIOQUIA,5002,ABEJORRAL,5002000,ABEJORRAL,CM
5,ANTIOQUIA,5002,ABEJORRAL,5002002,PANTANILLO,CP
5,ANTIOQUIA,5002,ABEJORRAL,5002004,NARANJAL - LAS FONDAS,CP
5,ANTIOQUIA,5002,ABEJORRAL,5002016,LAS CANOAS,CP
5,ANTIOQUIA,5004,ABRIAQUÍ,5004000,ABRIAQUÍ,CM
5,ANTIOQUIA,5004,ABRIAQUÍ,5004003,POTREROS SECTOR 1,CP
5,ANTIOQUIA,5021,ALEJANDRÍA,5021000,ALEJANDRÍA,CM
5,ANTIOQUIA,5030,AMAGÁ,5030000,AMAGÁ,CM
5,ANTIOQUIA,5030,AMAGÁ,5030001,CAMILO C,CP
5,ANTIOQUIA,5030,AMAGÁ,5030003,LA CLARITA,CP
5,ANTIOQUIA,5030,AMAGÁ,5030004,LA FERREIRA,CP
5,ANTIOQUIA,5030,AMAGÁ,5030005,LA GUALÍ,CP
5,ANTIOQUIA,5030,AMAGÁ,5030006,PIEDECUESTA,CP
5,ANTIOQUIA,5030,AMAGÁ,5030011,MINAS,CP
5,ANTIOQUIA,5030,AMAGÁ,5030012,CAMILO C - ALTO DE LA VIRGEN,CP
5,ANTIOQUIA,5030,AMAGÁ,5030013,PIEDECUESTA - MANI DE LAS CASAS,CP
5,ANTIOQUIA,5031,AMALFI,5031000,AMALFI,CM
5,ANTIOQUIA,5031,AMALFI,5031004,PORTACHUELO,CP
5,ANTIOQUIA,5034,ANDES,5034000,ANDES,CM
5,ANTIOQUIA,5034,ANDES,5034001,BUENOS AIRES,CP
5,ANTIOQUIA,5034,ANDES,5034003,SAN JOSÉ,CP
5,ANTIOQUIA,5034,ANDES,5034006,SANTA RITA,CP
5,ANTIOQUIA,5034,ANDES,5034007,TAPARTÓ,CP
5,ANTIOQUIA,5034,ANDES,5034012,SANTA INÉS,CP
5,ANTIOQUIA,5034,ANDES,5034014,SAN BARTOLO,CP
5,ANTIOQUIA,5034,ANDES,5034015,LA CHAPARRALA - LA UNIÓN,CP
5,ANTIOQUIA,5036,ANGELÓPOLIS,5036000,ANGELÓPOLIS,CM
5,ANTIOQUIA,5036,ANGELÓPOLIS,5036001,LA ESTACIÓN,CP
5,ANTIOQUIA,5036,ANGELÓPOLIS,5036006,SANTA RITA,CP
5,ANTIOQUIA,5036,ANGELÓPOLIS,5036011,CIENAGUITA,CP
5,ANTIOQUIA,5038,ANGOSTURA,5038000,ANGOSTURA,CM
5,ANTIOQUIA,5038,ANGOSTURA,5038008,LLANOS DE CUIBA,CP
5,ANTIOQUIA,5040,ANORÍ,5040000,ANORÍ,CM
5,ANTIOQUIA,5040,ANORÍ,5040002,LIBERIA,CP
5,ANTIOQUIA,5040,ANORÍ,5040003,MONTEFRÍO,CP
5,ANTIOQUIA,5042,SANTA FÉ DE ANTIOQUIA,5042000,SANTA FÉ DE ANTIOQUIA,CM
5,ANTIOQUIA,5042,SANTA FÉ DE ANTIOQUIA,5042002,LAURELES,CP
5,ANTIOQUIA,5042,SANTA FÉ DE ANTIOQUIA,5042006,EL PESCADO,CP
5,ANTIOQUIA,5042,SANTA FÉ DE ANTIOQUIA,5042007,SABANAS,CP
5,ANTIOQUIA,5042,SANTA FÉ DE ANTIOQUIA,5042008,KILOMETRO 2,CP
5,ANTIOQUIA,5042,SANTA FÉ DE ANTIOQUIA,5042009,PASO REAL,CP
5,ANTIOQUIA,5044,ANZÁ,5044000,ANZÁ,CM
5,ANTIOQUIA,5044,ANZÁ,5044001,GUINTAR,CP
5,ANTIOQUIA,5044,ANZÁ,5044005,LA CEJITA,CP
5,ANTIOQUIA,5044,ANZÁ,5044006,LA HIGUINA,CP
5,ANTIOQUIA,5045,APARTADÓ,5045000,APARTADÓ,CM
5,ANTIOQUIA,5045,APARTADÓ,5045001,SAN JOSÉ DE APARTADÓ,CP
5,ANTIOQUIA,5045,APARTADÓ,5045002,CHURIDÓ,CP
5,ANTIOQUIA,5045,APARTADÓ,5045003,ZUNGO CARRETERA,CP
5,ANTIOQUIA,5045,APARTADÓ,5045007,LOS NARANJALES,CP
5,ANTIOQUIA,5045,APARTADÓ,5045008,VIJAGUAL,CP
5,ANTIOQUIA,5045,APARTADÓ,5045009,EL REPOSO,CP
5,ANTIOQUIA,5045,APARTADÓ,5045010,BAJO DEL OSO,CP
5,ANTIOQUIA,5045,APARTADÓ,5045011,EL SALVADOR,CP
5,ANTIOQUIA,5045,APARTADÓ,5045014,PUERTO GIRÓN,CP
5,ANTIOQUIA,5045,APARTADÓ,5045015,LOMA VERDE,CP
5,ANTIOQUIA,5045,APARTADÓ,5045016,SAN PABLO,CP
5,ANTIOQUIA,5051,ARBOLETES,5051000,ARBOLETES,CM
5,ANTIOQUIA,5051,ARBOLETES,5051001,BUENOS AIRES,CP
5,ANTIOQUIA,5051,ARBOLETES,5051003,EL CARMELO,CP
5,ANTIOQUIA,5051,ARBOLETES,5051005,LAS NARANJITAS,CP
5,ANTIOQUIA,5051,ARBOLETES,5051008,EL YESO,CP
5,ANTIOQUIA,5051,ARBOLETES,5051009,LA TRINIDAD,CP
5,ANTIOQUIA,5051,ARBOLETES,5051010,LAS PLATAS (SANTAFÉ),CP
5,ANTIOQUIA,5051,ARBOLETES,5051011,LA CANDELARIA,CP
5,ANTIOQUIA,5051,ARBOLETES,5051014,EL GUADUAL,CP
5,ANTIOQUIA,5055,ARGELIA,5055000,ARGELIA,CM
5,ANTIOQUIA,5059,ARMENIA,5059000,ARMENIA,CM
5,ANTIOQUIA,5059,ARMENIA,5059001,LA HERRADURA,CP
5,ANTIOQUIA,5059,ARMENIA,5059003,EL SOCORRO,CP
5,ANTIOQUIA,5059,ARMENIA,5059006,FILO SECO,CP
5,ANTIOQUIA,5059,ARMENIA,5059009,PALMICHAL,CP
5,ANTIOQUIA,5079,BARBOSA,5079000,BARBOSA,CM
5,ANTIOQUIA,5079,BARBOSA,5079001,HATILLO,CP
5,ANTIOQUIA,5079,BARBOSA,5079005,PLATANITO,CP
5,ANTIOQUIA,5079,BARBOSA,5079008,ISAZA,CP
5,ANTIOQUIA,5079,BARBOSA,5079014,POPALITO,CP
5,ANTIOQUIA,5079,BARBOSA,5079016,YARUMITO,CP
5,ANTIOQUIA,5079,BARBOSA,5079017,TABLAZO - HATILLO,CP
5,ANTIOQUIA,5079,BARBOSA,5079018,EL PARAISO,CP
5,ANTIOQUIA,5079,BARBOSA,5079019,EL SALADITO,CP
5,ANTIOQUIA,5079,BARBOSA,5079020,LOMITA 1,CP
5,ANTIOQUIA,5079,BARBOSA,5079021,LOMITA 2,CP
5,ANTIOQUIA,5079,BARBOSA,5079022,LA PRIMAVERA,CP
5,ANTIOQUIA,5079,BARBOSA,5079023,TAMBORCITO,CP
5,ANTIOQUIA,5086,BELMIRA,5086000,BELMIRA,CM
5,ANTIOQUIA,5086,BELMIRA,5086001,LABORES,CP
5,ANTIOQUIA,5086,BELMIRA,5086003,RÍO ARRIBA,CP
5,ANTIOQUIA,5088,BELLO,5088000,BELLO,CM
5,ANTIOQUIA,5088,BELLO,5088008,POTRERITO,CP
5,ANTIOQUIA,5088,BELLO,5088013,SAN FÉLIX,CP
5,ANTIOQUIA,5088,BELLO,5088018,EL PINAR,CP
5,ANTIOQUIA,5088,BELLO,5088020,EL ALBERGUE,CP
5,ANTIOQUIA,5088,BELLO,5088022,LA CHINA,CP
5,ANTIOQUIA,5088,BELLO,5088023,LA UNIÓN,CP
5,ANTIOQUIA,5091,BETANIA,5091000,BETANIA,CM
5,ANTIOQUIA,5091,BETANIA,5091003,SAN LUIS,CP
5,ANTIOQUIA,5093,BETULIA,5093000,BETULIA,CM
5,ANTIOQUIA,5093,BETULIA,5093001,ALTAMIRA,CP
5,ANTIOQUIA,5101,CIUDAD BOLÍVAR,5101000,CIUDAD BOLÍVAR,CM
5,ANTIOQUIA,5101,CIUDAD BOLÍVAR,5101002,SAN BERNARDO DE LOS FARALLONES,CP
5,ANTIOQUIA,5101,CIUDAD BOLÍVAR,5101006,ALFONSO LÓPEZ (SAN GREGORIO),CP
5,ANTIOQUIA,5101,CIUDAD BOLÍVAR,5101008,VILLA ALEGRÍA,CP
5,ANTIOQUIA,5101,CIUDAD BOLÍVAR,5101010,EL CABRERO - BOLÍVAR ARRIBA,CP
5,ANTIOQUIA,5107,BRICEÑO,5107000,BRICEÑO,CM
5,ANTIOQUIA,5107,BRICEÑO,5107001,BERLÍN (PUEBLO NUEVO),CP
5,ANTIOQUIA,5107,BRICEÑO,5107002,EL ROBLAL,CP
5,ANTIOQUIA,5107,BRICEÑO,5107003,LAS AURAS,CP
5,ANTIOQUIA,5107,BRICEÑO,5107004,TRAVESIAS,CP
5,ANTIOQUIA,5113,BURITICÁ,5113000,BURITICÁ,CM
5,ANTIOQUIA,5113,BURITICÁ,5113001,EL NARANJO,CP
5,ANTIOQUIA,5113,BURITICÁ,5113002,GUARCO,CP
5,ANTIOQUIA,5113,BURITICÁ,5113003,TABACAL,CP
5,ANTIOQUIA,5113,BURITICÁ,5113004,LLANOS DE URARCO,CP
5,ANTIOQUIA,5113,BURITICÁ,5113005,LA ANGELINA,CP
5,ANTIOQUIA,5113,BURITICÁ,5113008,LA MARIELA,CP
5,ANTIOQUIA,5120,CÁCERES,5120000,CÁCERES,CM
5,ANTIOQUIA,5120,CÁCERES,5120002,EL JARDÍN (TAMANÁ),CP
5,ANTIOQUIA,5120,CÁCERES,5120003,GUARUMO,CP
5,ANTIOQUIA,5120,CÁCERES,5120004,MANIZALES,CP
5,ANTIOQUIA,5120,CÁCERES,5120006,PUERTO BÉLGICA,CP
5,ANTIOQUIA,5120,CÁCERES,5120010,PIAMONTE,CP
5,ANTIOQUIA,5120,CÁCERES,5120012,RÍO MAN,CP
5,ANTIOQUIA,5120,CÁCERES,5120013,LAS PAMPAS,CP
5,ANTIOQUIA,5120,CÁCERES,5120014,NICARAGUA,CP
5,ANTIOQUIA,5120,CÁCERES,5120015,PUERTO SANTO,CP
5,ANTIOQUIA,5125,CAICEDO,5125000,CAICEDO,CM
5,ANTIOQUIA,5129,CALDAS,5129000,CALDAS,CM
5,ANTIOQUIA,5129,CALDAS,5129001,EL CAÑO,CP
5,ANTIOQUIA,5129,CALDAS,5129002,LA RAYA,CP
5,ANTIOQUIA,5129,CALDAS,5129004,LA MIEL,CP
5,ANTIOQUIA,5129,CALDAS,5129005,LA CORRALITA,CP
5,ANTIOQUIA,5129,CALDAS,5129006,LA PRIMAVERA,CP
5,ANTIOQUIA,5129,CALDAS,5129007,EL RAIZAL,CP
5,ANTIOQUIA,5129,CALDAS,5129008,LA CLARA,CP
5,ANTIOQUIA,5129,CALDAS,5129009,LA QUIEBRA,CP
5,ANTIOQUIA,5129,CALDAS,5129010,LA SALADA PARTE BAJA,CP
5,ANTIOQUIA,5129,CALDAS,5129011,LA TOLVA,CP
5,ANTIOQUIA,5129,CALDAS,5129012,LA VALERIA,CP
5,ANTIOQUIA,5129,CALDAS,5129013,LA AGUACATALA,CP
5,ANTIOQUIA,5129,CALDAS,5129015,LA CHUSCALA,CP
5,ANTIOQUIA,5129,CALDAS,5129016,SALINAS,CP
5,ANTIOQUIA,5134,CAMPAMENTO,5134000,CAMPAMENTO,CM
5,ANTIOQUIA,5134,CAMPAMENTO,5134001,LA CHIQUITA,CP
5,ANTIOQUIA,5134,CAMPAMENTO,5134002,LA SOLITA,CP
5,ANTIOQUIA,5134,CAMPAMENTO,5134003,LLANADAS,CP
5,ANTIOQUIA,5138,CAÑASGORDAS,5138000,CAÑASGORDAS,CM
5,ANTIOQUIA,5138,CAÑASGORDAS,5138001,BUENOS AIRES - PARTE ALTA,CP
5,ANTIOQUIA,5138,CAÑASGORDAS,5138002,CESTILLAL,CP
5,ANTIOQUIA,5138,CAÑASGORDAS,5138003,JUNTAS DE URAMITA,CP
5,ANTIOQUIA,5138,CAÑASGORDAS,5138005,SAN PASCUAL,CP
5,ANTIOQUIA,5138,CAÑASGORDAS,5138009,VILLA VICTORIA,CP
5,ANTIOQUIA,5142,CARACOLÍ,5142000,CARACOLÍ,CM
5,ANTIOQUIA,5145,CARAMANTA,5145000,CARAMANTA,CM
5,ANTIOQUIA,5145,CARAMANTA,5145001,ALEGRÍAS,CP
5,ANTIOQUIA,5145,CARAMANTA,5145002,SUCRE,CP
5,ANTIOQUIA,5147,CAREPA,5147000,CAREPA,CM
5,ANTIOQUIA,5147,CAREPA,5147003,PIEDRAS BLANCAS,CP
5,ANTIOQUIA,5147,CAREPA,5147004,ZUNGO EMBARCADERO - PUEBLO NUEVO,CP
5,ANTIOQUIA,5147,CAREPA,5147005,ZUNGO EMBARCADERO - 11 DE NOVIEMBRE,CP
5,ANTIOQUIA,5147,CAREPA,5147006,CASA VERDE,CP
5,ANTIOQUIA,5147,CAREPA,5147007,EL ENCANTO,CP
5,ANTIOQUIA,5147,CAREPA,5147008,ZUNGO EMBARCADERO - 28 DE OCTUBRE,CP
5,ANTIOQUIA,5147,CAREPA,5147009,BELENCITO,CP
5,ANTIOQUIA,5147,CAREPA,5147010,BOSQUES DE LOS ALMENDROS,CP
5,ANTIOQUIA,5147,CAREPA,5147011,CAREPITA CANALUNO,CP
5,ANTIOQUIA,5147,CAREPA,5147012,SACRAMENTO LA LUCHA,CP
5,ANTIOQUIA,5147,CAREPA,5147013,LOS NARANJALES,CP
5,ANTIOQUIA,5147,CAREPA,5147014,VIJAGUAL,CP
5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,5148000,EL CARMEN DE VIBORAL,CM
5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,5148003,AGUAS CLARAS,CP
5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,5148005,LA CHAPA,CP
5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,5148006,CAMPO ALEGRE,CP
5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,5148008,LA AURORA - LAS BRISAS,CP
5,ANTIOQUIA,5150,CAROLINA,5150000,CAROLINA DEL PRÍNCIPE,CM
5,ANTIOQUIA,5154,CAUCASIA,5154000,CAUCASIA,CM
5,ANTIOQUIA,5154,CAUCASIA,5154003,CUTURÚ,CP
5,ANTIOQUIA,5154,CAUCASIA,5154006,MARGENTO,CP
5,ANTIOQUIA,5154,CAUCASIA,5154008,PALANCA,CP
5,ANTIOQUIA,5154,CAUCASIA,5154009,PALOMAR,CP
5,ANTIOQUIA,5154,CAUCASIA,5154012,SANTA ROSITA,CP
5,ANTIOQUIA,5154,CAUCASIA,5154020,PUERTO TRIANA,CP
5,ANTIOQUIA,5154,CAUCASIA,5154022,LA ILUSIÓN,CP
5,ANTIOQUIA,5154,CAUCASIA,5154023,CACERÍ,CP
5,ANTIOQUIA,5154,CAUCASIA,5154024,EL PANDO,CP
5,ANTIOQUIA,5154,CAUCASIA,5154025,CAMPO ALEGRE,CP
5,ANTIOQUIA,5154,CAUCASIA,5154026,EL CHINO,CP
5,ANTIOQUIA,5154,CAUCASIA,5154027,LA ESMERALDA,CP
5,ANTIOQUIA,5154,CAUCASIA,5154031,VILLA DEL SOCORRO,CP
5,ANTIOQUIA,5154,CAUCASIA,5154032,CASERÍO CONJUNTO CAÑA FISTULA,CP
5,ANTIOQUIA,5154,CAUCASIA,5154033,PUEBLO NUEVO,CP
5,ANTIOQUIA,5172,CHIGORODÓ,5172000,CHIGORODÓ,CM
5,ANTIOQUIA,5172,CHIGORODÓ,5172003,BARRANQUILLITA,CP
5,ANTIOQUIA,5172,CHIGORODÓ,5172007,GUAPÁ CARRETERAS,CP
5,ANTIOQUIA,5172,CHIGORODÓ,5172013,JURADÓ,CP
5,ANTIOQUIA,5172,CHIGORODÓ,5172014,CAMPITAS,CP
5,ANTIOQUIA,5172,CHIGORODÓ,5172015,CHAMPITA SECTOR LA GRANJA,CP
5,ANTIOQUIA,5190,CISNEROS,5190000,CISNEROS,CM
5,ANTIOQUIA,5197,COCORNÁ,5197000,COCORNÁ,CM
5,ANTIOQUIA,5197,COCORNÁ,5197005,LA PIÑUELA,CP
5,ANTIOQUIA,5197,COCORNÁ,5197013,EL MOLINO,CP
5,ANTIOQUIA,5206,CONCEPCIÓN,5206000,CONCEPCIÓN,CM
5,ANTIOQUIA,5209,CONCORDIA,5209000,CONCORDIA,CM
5,ANTIOQUIA,5209,CONCORDIA,5209001,EL SOCORRO,CP
5,ANTIOQUIA,5209,CONCORDIA,5209006,EL GOLPE,CP
5,ANTIOQUIA,5209,CONCORDIA,5209007,SALAZAR,CP
5,ANTIOQUIA,5212,COPACABANA,5212000,COPACABANA,CM
5,ANTIOQUIA,5212,COPACABANA,5212005,EL SALADO,CP
5,ANTIOQUIA,5212,COPACABANA,5212008,CABUYAL,CP
5,ANTIOQUIA,5212,COPACABANA,5212017,EL LLANO,CP
5,ANTIOQUIA,5234,DABEIBA,5234000,DABEIBA,CM
5,ANTIOQUIA,5234,DABEIBA,5234004,SAN JOSÉ DE URAMA,CP
5,ANTIOQUIA,5234,DABEIBA,5234008,ARMENIA - CAMPARRUSIA,CP
5,ANTIOQUIA,5234,DABEIBA,5234010,LAS CRUCES DE URAMA,CP
5,ANTIOQUIA,5234,DABEIBA,5234012,CHIMIADÓ LLANO GRANDE,CP
5,ANTIOQUIA,5234,DABEIBA,5234014,EL BOTÓN,CP
5,ANTIOQUIA,5234,DABEIBA,5234017,BETANIA PUENTE NUEVO,CP
5,ANTIOQUIA,5234,DABEIBA,5234018,CARA COLÓN,CP
5,ANTIOQUIA,5234,DABEIBA,5234019,LA BALSITA,CP
5,ANTIOQUIA,5237,DONMATÍAS,5237000,DONMATÍAS,CM
5,ANTIOQUIA,5237,DONMATÍAS,5237001,BELLAVISTA,CP
5,ANTIOQUIA,5237,DONMATÍAS,5237003,ARENALES,CP
5,ANTIOQUIA,5237,DONMATÍAS,5237004,MONTERA,CP
5,ANTIOQUIA,5237,DONMATÍAS,5237005,PRADERA,CP
5,ANTIOQUIA,5240,EBÉJICO,5240000,EBÉJICO,CM
5,ANTIOQUIA,5240,EBÉJICO,5240001,BRASIL,CP
5,ANTIOQUIA,5240,EBÉJICO,5240003,SEVILLA,CP
5,ANTIOQUIA,5240,EBÉJICO,5240008,EL ZARZAL,CP
5,ANTIOQUIA,5240,EBÉJICO,5240011,LA CLARA,CP
5,ANTIOQUIA,5240,EBÉJICO,5240012,FATIMA,CP
5,ANTIOQUIA,5250,EL BAGRE,5250000,EL BAGRE,CM
5,ANTIOQUIA,5250,EL BAGRE,5250002,PUERTO CLAVER,CP
5,ANTIOQUIA,5250,EL BAGRE,5250004,PUERTO LÓPEZ,CP
5,ANTIOQUIA,5250,EL BAGRE,5250005,EL REAL,CP
5,ANTIOQUIA,5250,EL BAGRE,5250006,LA CORONA,CP
5,ANTIOQUIA,5250,EL BAGRE,5250007,LAS NEGRITAS,CP
5,ANTIOQUIA,5250,EL BAGRE,5250008,LAS SARDINAS EL PUENTE,CP
5,ANTIOQUIA,5250,EL BAGRE,5250009,SANTA BÁRBARA,CP
5,ANTIOQUIA,5250,EL BAGRE,5250010,MUQUI,CP
5,ANTIOQUIA,5250,EL BAGRE,5250011,BORRACHERA,CP
5,ANTIOQUIA,5250,EL BAGRE,5250012,CAÑO CLARO,CP
5,ANTIOQUIA,5250,EL BAGRE,5250013,LOS ALMENDROS,CP
5,ANTIOQUIA,5264,ENTRERRÍOS,5264000,ENTRERRÍOS,CM
5,ANTIOQUIA,5266,ENVIGADO,5266000,ENVIGADO,CM
5,ANTIOQUIA,5266,ENVIGADO,5266001,LAS PALMAS,CP
5,ANTIOQUIA,5266,ENVIGADO,5266005,EL CRISTO,CP
5,ANTIOQUIA,5266,ENVIGADO,5266006,EL CHINGUI  2,CP
5,ANTIOQUIA,5266,ENVIGADO,5266007,LA ÚLTIMA COPA,CP
5,ANTIOQUIA,5266,ENVIGADO,5266008,PARCELACIÓN LA ACUARELA,CP
5,ANTIOQUIA,5266,ENVIGADO,5266009,PARCELACIÓN ALAMOS DEL ESCOBERO,CP
5,ANTIOQUIA,5266,ENVIGADO,5266010,PARCELACIÓN ALDEA DE PALMA VERDE,CP
5,ANTIOQUIA,5266,ENVIGADO,5266011,PARCELACIÓN CONDOMINIO CAMPESTRE SERRANÍA,CP
5,ANTIOQUIA,5266,ENVIGADO,5266012,PARCELACIÓN CASAS BELLO MONTE,CP
5,ANTIOQUIA,5266,ENVIGADO,5266013,PARCELACIÓN FIORE CASAS DE CAMPO,CP
5,ANTIOQUIA,5266,ENVIGADO,5266014,PARCELACIÓN CONJUNTO RESIDENCIAL BELLA TIERRA,CP
5,ANTIOQUIA,5266,ENVIGADO,5266015,PARCELACIÓN ENCENILLOS,CP
5,ANTIOQUIA,5266,ENVIGADO,5266016,PARCELACIÓN ESCOBERO,CP
5,ANTIOQUIA,5266,ENVIGADO,5266017,PARCELACIÓN HACIENDA ARRAYANES,CP
5,ANTIOQUIA,5266,ENVIGADO,5266018,PARCELACIÓN LAS PALMITAS,CP
5,ANTIOQUIA,5266,ENVIGADO,5266019,PARCELACIÓN LEMONT,CP
5,ANTIOQUIA,5266,ENVIGADO,5266020,PARCELACIÓN PRADO LARGO,CP
5,ANTIOQUIA,5266,ENVIGADO,5266021,PARCELACIÓN SAN SEBASTIÁN,CP
5,ANTIOQUIA,5266,ENVIGADO,5266022,PARCELACIÓN TORRE LUNERA,CP
5,ANTIOQUIA,5266,ENVIGADO,5266023,PARCELACIÓN URBANIZACIÓN PAPIROS,CP
5,ANTIOQUIA,5266,ENVIGADO,5266024,PARCELACIÓN VERANDA,CP
5,ANTIOQUIA,5266,ENVIGADO,5266025,PARCELACIÓN VILLAS DE LA CANDELARIA,CP
5,ANTIOQUIA,5282,FREDONIA,5282000,FREDONIA,CM
5,ANTIOQUIA,5282,FREDONIA,5282002,LOS PALOMOS,CP
5,ANTIOQUIA,5282,FREDONIA,5282003,MINAS,CP
5,ANTIOQUIA,5282,FREDONIA,5282004,PUENTE IGLESIAS,CP
5,ANTIOQUIA,5282,FREDONIA,5282005,MARSELLA,CP
5,ANTIOQUIA,5282,FREDONIA,5282008,EL ZANCUDO,CP
5,ANTIOQUIA,5284,FRONTINO,5284000,FRONTINO,CM
5,ANTIOQUIA,5284,FRONTINO,5284001,CARAUTA,CP
5,ANTIOQUIA,5284,FRONTINO,5284004,MURRI - LA BLANQUITA,CP
5,ANTIOQUIA,5284,FRONTINO,5284005,MUSINGA - TABLADITO,CP
5,ANTIOQUIA,5284,FRONTINO,5284006,NUTIBARA,CP
5,ANTIOQUIA,5284,FRONTINO,5284007,PONTÓN,CP
5,ANTIOQUIA,5284,FRONTINO,5284010,SAN LAZARO,CP
5,ANTIOQUIA,5284,FRONTINO,5284012,JENGAMECODA,CP
5,ANTIOQUIA,5306,GIRALDO,5306000,GIRALDO,CM
5,ANTIOQUIA,5306,GIRALDO,5306001,MANGLAR,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308000,GIRARDOTA,CM
5,ANTIOQUIA,5308,GIRARDOTA,5308002,SAN ANDRÉS,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308004,LA PALMA,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308009,CABILDO,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308010,LAS CUCHILLAS,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308011,JAMUNDÍ - ESCUELAS,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308012,JUAN COJO,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308013,LA CALLE,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308014,SAN ESTEBAN,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308015,EL PARAISO,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308016,JAMUNDÍ - RIELES,CP
5,ANTIOQUIA,5308,GIRARDOTA,5308017,LOMA DE LOS OCHOA,CP
5,ANTIOQUIA,5310,GÓMEZ PLATA,5310000,GÓMEZ PLATA,CM
5,ANTIOQUIA,5310,GÓMEZ PLATA,5310001,EL SALTO,CP
5,ANTIOQUIA,5310,GÓMEZ PLATA,5310002,SAN MATÍAS,CP
5,ANTIOQUIA,5310,GÓMEZ PLATA,5310004,VEGA DE BOTERO,CP
5,ANTIOQUIA,5313,GRANADA,5313000,GRANADA,CM
5,ANTIOQUIA,5313,GRANADA,5313001,SANTA ANA,CP
5,ANTIOQUIA,5313,GRANADA,5313004,LOS MEDIOS,CP
5,ANTIOQUIA,5315,GUADALUPE,5315000,GUADALUPE,CM
5,ANTIOQUIA,5315,GUADALUPE,5315002,GUANTEROS,CP
5,ANTIOQUIA,5315,GUADALUPE,5315007,GUADALUPE IV,CP
5,ANTIOQUIA,5315,GUADALUPE,5315008,BARRIO NUEVO,CP
5,ANTIOQUIA,5315,GUADALUPE,5315009,EL MACHETE,CP
5,ANTIOQUIA,5315,GUADALUPE,5315011,PUENTE ACACÍAS,CP
5,ANTIOQUIA,5318,GUARNE,5318000,GUARNE,CM
5,ANTIOQUIA,5318,GUARNE,5318006,CHAPARRAL,CP
5,ANTIOQUIA,5318,GUARNE,5318007,SAN IGNACIO,CP
5,ANTIOQUIA,5321,GUATAPÉ,5321000,GUATAPÉ,CM
5,ANTIOQUIA,5321,GUATAPÉ,5321001,EL ROBLE,CP
5,ANTIOQUIA,5347,HELICONIA,5347000,HELICONIA,CM
